,Image,F1,Jaccard,Recall,Precision,Accuracy
77,archive\images\2528.png,0.908646800195408,0.8325872873769025,0.984647961884595,0.8435374149659864,0.994293212890625
78,archive\images\2527.png,0.7705394190871369,0.6267296658791766,0.630346232179226,0.9909284951974386,0.983123779296875
79,archive\images\2075.png,0.6680363956560024,0.501542529748788,0.7750283768444949,0.5870013755158184,0.9482269287109375
80,archive\images\2322.png,0.7536656891495601,0.6047058823529412,0.6047058823529412,1.0,0.9974365234375
81,archive\images\3034.png,0.8875538722737363,0.7978398685137357,0.8004711425206125,0.9958968347010551,0.9868621826171875
82,archive\images\1851.png,0.8437747819191117,0.7297668038408779,0.8036253776435045,0.8881469115191987,0.9969940185546875
83,archive\images\676.png,0.9554848966613674,0.9147640791476408,0.918960244648318,0.9950331125827815,0.998291015625
84,archive\images\1818.png,0.8869936034115138,0.7969348659003831,0.9651972157772621,0.8205128205128205,0.998382568359375
85,archive\images\2906.png,0.0,0.0,0.0,0.0,0.9970703125
86,archive\images\1840.png,0.8102564102564103,0.6810344827586207,1.0,0.6810344827586207,0.9983062744140625
87,archive\images\560.png,0.39355681323465386,0.24498644986449863,0.24498644986449863,1.0,0.9787445068359375
88,archive\images\1337.png,0.9183874139626352,0.8490909090909091,0.989406779661017,0.8568807339449541,0.9987335205078125
89,archive\images\1384.png,0.7971698113207547,0.6627450980392157,0.9970501474926253,0.6640471512770137,0.99737548828125
90,archive\images\2936.png,0.9165040121448709,0.8458767013610888,0.9674908424908425,0.8706221672847136,0.9941253662109375
91,archive\images\1579.png,0.9519379844961241,0.908284023668639,0.9777070063694268,0.9274924471299094,0.999053955078125
92,archive\images\678.png,0.9530364372469635,0.9102861562258314,0.9188134270101483,0.9899074852817493,0.99822998046875
93,archive\images\555.png,0.9602954755309326,0.9236234458259325,0.9848484848484849,0.9369369369369369,0.9993438720703125
94,archive\images\1885.png,0.5353075170842825,0.3654743390357698,1.0,0.3654743390357698,0.9937744140625
95,archive\images\2471.png,0.5235792019347038,0.3546273546273546,1.0,0.3546273546273546,0.98797607421875
96,archive\images\1769.png,0.9688149688149689,0.9395161290322581,0.9658031088082901,0.9718456725755996,0.99908447265625
97,archive\images\1720.png,0.8430769230769232,0.7287234042553191,0.7486338797814208,0.9647887323943662,0.9992218017578125
98,archive\images\2465.png,0.79125752296484,0.6546121593291404,0.9952191235059761,0.656677181913775,0.9899444580078125
99,archive\images\2255.png,0.34732824427480913,0.21016166281755197,0.21103896103896103,0.9806034482758621,0.973907470703125
100,archive\images\1960.png,0.0,0.0,0.0,0.0,0.9810943603515625
101,archive\images\21.png,0.9502292075965946,0.9051777916406737,0.9870748299319728,0.9160353535353535,0.9976806640625
102,archive\images\26.png,0.888349514563107,0.7991266375545851,0.9891891891891892,0.8061674008810573,0.999298095703125
103,archive\images\2405.png,0.869745718733783,0.7695133149678605,0.7695133149678605,1.0,0.9961700439453125
104,archive\images\335.png,0.9079754601226995,0.8314606741573034,0.8466819221967964,0.9788359788359788,0.9988555908203125
105,archive\images\893.png,0.9399141630901287,0.8866396761133604,0.9755011135857461,0.906832298136646,0.9991455078125
106,archive\images\2606.png,0.599821587867975,0.4283893985728848,0.5202723614979883,0.7080876158382476,0.9657745361328125
107,archive\images\11.png,0.9646609360076408,0.9317343173431735,0.9824902723735408,0.9474671669793621,0.9983062744140625
108,archive\images\2980.png,0.9497716894977168,0.9043478260869565,0.9122807017543859,0.9904761904761905,0.9988250732421875
109,archive\images\3011.png,0.0,0.0,0.0,0.0,0.995941162109375
110,archive\images\717.png,0.36390977443609024,0.22242647058823528,0.2238667900092507,0.9718875502008032,0.961273193359375
111,archive\images\277.png,0.9783631232361242,0.9576427255985267,0.9836065573770492,0.9731752963194011,0.9989471435546875
112,archive\images\2979.png,0.47963206307490147,0.31547104580812446,0.9057071960297767,0.3261840929401251,0.975830078125
113,archive\images\2275.png,0.7780303030303031,0.6367017978921264,0.65,0.9688679245283018,0.991058349609375
114,archive\images\1866.png,0.5944954128440366,0.42297650130548303,0.42297650130548303,1.0,0.9696502685546875
115,archive\images\1344.png,0.9233333333333333,0.8575851393188855,0.8993506493506493,0.9486301369863014,0.999298095703125
116,archive\images\2137.png,0.6684124386252046,0.5019665683382497,0.8748928877463582,0.5407838983050848,0.9845428466796875
117,archive\images\2072.png,0.6787410926365794,0.5137078651685393,0.943069306930693,0.5301484230055659,0.983489990234375
118,archive\images\1137.png,0.9269662921348314,0.8638743455497382,0.873015873015873,0.9880239520958084,0.998809814453125
119,archive\images\1906.png,0.9425580801633905,0.8913568324480927,0.9604578563995838,0.9253132832080201,0.9965667724609375
120,archive\images\1495.png,0.9612940496822646,0.9254727474972191,0.9765258215962441,0.9465301478953356,0.9989776611328125
121,archive\images\694.png,0.8601583113456465,0.7546296296296297,0.928246013667426,0.8013765978367748,0.9959564208984375
122,archive\images\336.png,0.9722222222222222,0.9459459459459459,0.9635879218472468,0.9810126582278481,0.999053955078125
123,archive\images\1560.png,0.9523809523809524,0.9090909090909091,0.9887640449438202,0.918580375782881,0.99932861328125
124,archive\images\1546.png,0.930635838150289,0.8702702702702703,1.0,0.8702702702702703,0.997802734375
125,archive\images\1969.png,0.9085681426106959,0.8324552160168599,0.9250585480093677,0.8926553672316384,0.9975738525390625
126,archive\images\2459.png,0.9589775954559799,0.9211882388602607,0.9762287182781882,0.9423255813953488,0.99603271484375
127,archive\images\587.png,0.9768095572733662,0.9546703296703297,0.9666203059805285,0.9872159090909091,0.9994964599609375
128,archive\images\2662.png,0.6392199349945829,0.4697452229299363,0.47086991221069435,0.9949409780775716,0.989837646484375
129,archive\images\2930.png,0.8539325842696629,0.7450980392156863,1.0,0.7450980392156863,0.994842529296875
130,archive\images\943.png,0.9340232858990946,0.8762135922330098,0.8762135922330098,1.0,0.9992218017578125
131,archive\images\1794.png,0.9408450704225352,0.8882978723404256,0.943502824858757,0.9382022471910112,0.9996795654296875
132,archive\images\3043.png,0.3714390065741417,0.22807804440457502,1.0,0.22807804440457502,0.947479248046875
133,archive\images\2380.png,0.8818402628946992,0.7886532072578584,0.7939284795472087,0.9916452442159382,0.9873809814453125
134,archive\images\126.png,0.9488054607508531,0.9025974025974026,0.9652777777777778,0.9328859060402684,0.99908447265625
135,archive\images\1147.png,0.8992878942014243,0.8170055452865065,0.9714285714285714,0.8371212121212122,0.9984893798828125
136,archive\images\1883.png,0.951324707332101,0.9071680376028202,0.9519112207151664,0.9507389162561576,0.9987945556640625
137,archive\images\2176.png,0.8398002305032656,0.723841059602649,0.8586017282010998,0.8218045112781955,0.9936370849609375
138,archive\images\2304.png,0.7850911974623315,0.6462140992167101,0.650032829940906,0.990990990990991,0.991729736328125
139,archive\images\369.png,0.910411622276029,0.8355555555555556,0.8430493273542601,0.9894736842105263,0.998870849609375
140,archive\images\2228.png,0.8438871473354231,0.7299349240780911,0.8973333333333333,0.7964497041420119,0.9962005615234375
141,archive\images\2114.png,0.9588235294117647,0.9209039548022598,0.9826676714393369,0.9361091170136396,0.998291015625
142,archive\images\451.png,0.9583333333333334,0.92,0.92,1.0,0.9993896484375
143,archive\images\1916.png,0.6842105263157895,0.52,0.52,1.0,0.9776611328125
144,archive\images\2349.png,0.5952045133991537,0.42369477911646586,0.42369477911646586,1.0,0.9956207275390625
145,archive\images\2530.png,0.557083084279737,0.3860811930405965,0.8262411347517731,0.42019837691614065,0.9886932373046875
146,archive\images\1419.png,0.9495268138801262,0.9039039039039038,0.9804560260586319,0.9204892966360856,0.99951171875
147,archive\images\86.png,0.8762953367875648,0.7798270893371758,0.9790159189580319,0.7930832356389215,0.994171142578125
148,archive\images\2725.png,0.9206486486486487,0.8529647435897436,0.949175211769951,0.8937867338371117,0.9944000244140625
149,archive\images\1013.png,0.8933333333333333,0.8072289156626506,0.8933333333333333,0.8933333333333333,0.9990234375
150,archive\images\777.png,0.8318462594371997,0.7121034077555817,0.9453978159126365,0.7426470588235294,0.9962615966796875
151,archive\images\2995.png,0.7231503579952268,0.5663551401869159,0.7524834437086093,0.6960183767228177,0.9893798828125
